Name,Code,Changes,lat,lon,terminal lat,terminal lon,linear distance,Journey time,fare,company,fare type,route code
Lichfield City,LIC,1.0,52.6801478620555,-1.82541989750681,51.51349214773037,-0.11436054290620458,174.92127722206726,141.0,91.5,VIRGIN WEST COAST,ANYTIME S,0.0
Lichfield Trent Valley,LTV,0.0,52.6868952959191,-1.80022909556863,51.51349214773037,-0.11436054290620458,174.3248726554478,97.0,91.5,VIRGIN WEST COAST,ANYTIME S,0.0
Lidlington,LID,1.0,52.0415356939786,-0.558928400993178,51.51349214773037,-0.11436054290620458,66.28111128956955,90.0,32.5,WEST MIDLANDS TRAINS,ANYTIME DAY S,0.0
Limehouse,LHS,0.0,51.5125350543271,-0.0398028674833795,51.51349214773037,-0.11436054290620458,5.176943903244667,5.0,4.9,ATOC,ANYTIME DAY S,1000.0
Lincoln Central,LCN,1.0,53.2260863916889,-0.539921946842763,51.51349214773037,-0.11436054290620458,192.7585386737958,125.0,82.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Lingfield,LFD,0.0,51.1764510669803,-0.0071646303479837,51.51349214773037,-0.11436054290620458,38.23407194452721,49.0,12.9,SOUTHERN,ANYTIME DAY S,0.0
Lingwood,LGD,1.0,52.6220979078982,1.48994432206121,51.51349214773037,-0.11436054290620458,165.27645498954908,135.0,74.4,GREATER ANGLIA,ANYTIME S,0.0
Linlithgow,LIN,1.0,55.9764564743144,-3.59585283069613,51.51349214773037,-0.11436054290620458,547.0943635990812,327.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Liphook,LIP,0.0,51.0713158175337,-0.800228494413842,51.51349214773037,-0.11436054290620458,68.62151536210335,65.0,24.0,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
Liskeard,LSK,0.0,50.4468702130789,-4.46957612946015,51.51349214773037,-0.11436054290620458,328.00281476350403,230.0,143.5,GWR,ANYTIME S,0.0
Liss,LIS,0.0,51.0435708255739,-0.892867192382383,51.51349214773037,-0.11436054290620458,75.3919722015616,79.0,27.2,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
Lisvane & Thornhill,LVT,1.0,51.5445823857945,-3.18560235831826,51.51349214773037,-0.11436054290620458,213.14547715966745,156.0,121.0,GWR,ANYTIME S,0.0
Little Kimble,LTK,0.0,51.7522314464846,-0.808452428620359,51.51349214773037,-0.11436054290620458,54.9096489302184,69.0,17.1,CHILTERN RAILWAYS,ANYTIME DAY S,305.0
Little Sutton,LTT,1.0,53.2855179707172,-2.94329286779545,51.51349214773037,-0.11436054290620458,275.56133082792536,195.0,165.0,VIRGIN WEST COAST,ANYTIME S,0.0
Littleborough,LTL,1.0,53.6429969919746,-2.09465161657675,51.51349214773037,-0.11436054290620458,272.3252250147004,233.0,136.5,VIRGIN WEST COAST,ANYTIME S,312.0
Littlehampton,LIT,0.0,50.8101080667257,-0.545994825386246,51.51349214773037,-0.11436054290620458,83.87531572398242,109.0,33.4,SOUTHERN,ANYTIME DAY S,0.0
Littlehaven,LVN,0.0,51.0797500195687,-0.307980536519452,51.51349214773037,-0.11436054290620458,50.109590211775505,76.0,23.9,SOUTHERN,ANYTIME DAY S,0.0
Littleport,LTP,0.0,52.462378341506,0.316559220116956,51.51349214773037,-0.11436054290620458,109.65079964361969,87.0,33.0,THAMESLINK AND GT NORTHERN TL,ANYTIME DAY S,0.0
Liverpool Central,LVC,1.0,53.4046029237222,-2.97916860087885,51.51349214773037,-0.11436054290620458,286.66540237500163,175.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Liverpool James Street,LVJ,1.0,53.4047670234029,-2.99195813601943,51.51349214773037,-0.11436054290620458,287.26929781541946,153.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Liverpool Lime Street,LIV,0.0,53.4073114186473,-2.97772651937647,51.51349214773037,-0.11436054290620458,286.8161262965422,137.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Liverpool South Parkway,LPY,1.0,53.3577470027976,-2.8891432523966,51.51349214773037,-0.11436054290620458,278.75499091464957,140.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Livingston North,LSN,1.0,55.9013876748964,-3.54435153732544,51.51349214773037,-0.11436054290620458,538.1747258000626,324.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Livingston South,LVG,1.0,55.8716969795193,-3.50156981615429,51.51349214773037,-0.11436054290620458,534.0265224632125,307.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Llanaber,LLA,1.0,52.7415079353804,-4.07717664016112,51.51349214773037,-0.11436054290620458,303.78474882174993,325.0,179.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llanbedr,LBR,1.0,52.8208559305805,-4.11019832879094,51.51349214773037,-0.11436054290620458,309.6330141329531,336.0,189.5,VIRGIN WEST COAST,ANYTIME S,0.0
Llanbister Road,LLT,1.0,52.3364286267864,-3.21342132721638,51.51349214773037,-0.11436054290620458,231.99979699449074,336.0,137.0,GWR,ANYTIME S,0.0
Llanbradach,LNB,1.0,51.6032594983474,-3.23304815296668,51.51349214773037,-0.11436054290620458,216.5004779547027,169.0,121.0,GWR,ANYTIME S,0.0
Llandaf,LLN,1.0,51.5084420485035,-3.2286128720143,51.51349214773037,-0.11436054290620458,216.1878057473907,155.0,121.0,GWR,ANYTIME S,0.0
Llandanwg,LDN,1.0,52.836166794295,-4.12385762058403,51.51349214773037,-0.11436054290620458,311.21769978239536,340.0,189.5,VIRGIN WEST COAST,ANYTIME S,0.0
Llandecwyn,LLC,1.0,52.9206897357095,-4.05703556984347,51.51349214773037,-0.11436054290620458,311.58990137093014,367.0,189.5,VIRGIN WEST COAST,ANYTIME S,0.0
Llandeilo,LLL,1.0,51.8853491383229,-3.9868906676991,51.51349214773037,-0.11436054290620458,270.87941348008627,312.0,137.0,GWR,ANYTIME S,823.0
Llandovery,LLV,1.0,51.9953169669631,-3.80282964304508,51.51349214773037,-0.11436054290620458,260.25046302168346,420.0,137.0,GWR,ANYTIME S,0.0
Llandrindod,LLO,1.0,52.2423634801625,-3.37913857358459,51.51349214773037,-0.11436054290620458,238.98107697822715,355.0,137.0,GWR,ANYTIME S,0.0
Llandudno,LLD,1.0,53.3209209897034,-3.82700196660637,51.51349214773037,-0.11436054290620458,322.81656517735826,273.0,163.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llandudno Junction,LLJ,1.0,53.2839483351497,-3.80910263762492,51.51349214773037,-0.11436054290620458,319.39519588401896,168.0,163.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llandybie,LLI,1.0,51.8210402958666,-4.00364813852215,51.51349214773037,-0.11436054290620458,271.2179049742783,302.0,137.0,GWR,ANYTIME S,823.0
Llanelli,LLE,1.0,51.6738717587635,-4.1613044288107,51.51349214773037,-0.11436054290620458,280.9761810316898,215.0,137.0,GWR,ANYTIME S,0.0
Llanfairfechan,LLF,1.0,53.2572920986596,-3.9832034597963,51.51349214773037,-0.11436054290620458,327.0949901742907,205.0,163.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llanfairpwll,LPG,1.0,53.2209501799687,-4.20921630091034,51.51349214773037,-0.11436054290620458,337.4004509616982,225.0,166.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llangadog,LLG,1.0,51.9402176978319,-3.89314785075551,51.51349214773037,-0.11436054290620458,265.3456758286547,433.0,137.0,GWR,ANYTIME S,0.0
Llangammarch,LLM,1.0,52.1143025095964,-3.55481726360199,51.51349214773037,-0.11436054290620458,246.47239600682985,368.0,137.0,GWR,ANYTIME S,0.0
Llangennech,LLH,1.0,51.6911411087195,-4.07893028981134,51.51349214773037,-0.11436054290620458,275.3608641067839,283.0,137.0,GWR,ANYTIME S,823.0
Llangynllo,LGO,1.0,52.3496286034301,-3.16136974810856,51.51349214773037,-0.11436054290620458,229.27853809469596,331.0,137.0,GWR,ANYTIME S,0.0
Llanharan,LLR,1.0,51.5375896600611,-3.44077892656191,51.51349214773037,-0.11436054290620458,230.8547612431809,166.0,121.0,GWR,ANYTIME S,0.0
Llanhilleth,LTH,1.0,51.7003043478287,-3.13518812842474,51.51349214773037,-0.11436054290620458,210.2909732788119,199.0,115.5,GWR,ANYTIME S,0.0
Llanishen,LLS,1.0,51.5327497254607,-3.18197889233177,51.51349214773037,-0.11436054290620458,212.90438926446018,154.0,121.0,GWR,ANYTIME S,0.0
Llanrwst,LWR,1.0,53.1388547420512,-3.79440182738638,51.51349214773037,-0.11436054290620458,309.2256246781275,269.0,166.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llansamlet,LAS,1.0,51.6615072357178,-3.8846860505603,51.51349214773037,-0.11436054290620458,261.80078632241225,207.0,137.0,GWR,ANYTIME S,0.0
Llantwit Major,LWM,1.0,51.4097517458929,-3.4816178409499,51.51349214773037,-0.11436054290620458,234.28410293728618,189.0,125.0,GWR,ANYTIME S,0.0
Llanwrda,LNR,1.0,51.9625913490845,-3.87167467928183,51.51349214773037,-0.11436054290620458,264.28250629229376,429.0,137.0,GWR,ANYTIME S,0.0
Llanwrtyd,LNW,1.0,52.1047151192971,-3.63216406997936,51.51349214773037,-0.11436054290620458,251.3527619648557,359.0,137.0,GWR,ANYTIME S,0.0
Llwyngwril,LLW,1.0,52.666786421808,-4.08767986529343,51.51349214773037,-0.11436054290620458,300.99577136634736,300.0,179.0,VIRGIN WEST COAST,ANYTIME S,0.0
Llwynypia,LLY,1.0,51.6340065052689,-3.4535140981772,51.51349214773037,-0.11436054290620458,231.86577513318846,211.0,121.0,GWR,ANYTIME S,0.0
Loch Awe,LHA,2.0,56.4020223859925,-5.04197674438731,51.51349214773037,-0.11436054290620458,632.6285216200405,493.0,201.5,VIRGIN WEST COAST,ANYTIME S,0.0
Loch Eil Outward Bound,LHE,2.0,56.855274245876,-5.191577978281,51.51349214773037,-0.11436054290620458,680.3056528598513,602.0,213.0,VIRGIN WEST COAST,ANYTIME S,0.0
Lochailort,LCL,2.0,56.8809705350422,-5.66339666475485,51.51349214773037,-0.11436054290620458,698.128477039906,636.0,222.0,VIRGIN WEST COAST,ANYTIME S,0.0
Locheilside,LCS,2.0,56.8554135535901,-5.29003796103709,51.51349214773037,-0.11436054290620458,683.4556589411649,609.0,213.0,VIRGIN WEST COAST,ANYTIME S,0.0
Lochgelly,LCG,1.0,56.1353333210182,-3.31294033588271,51.51349214773037,-0.11436054290620458,555.7198265701447,350.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Lochluichart,LCC,2.0,57.6217627878108,-4.8090500523151,51.51349214773037,-0.11436054290620458,744.2369812780139,657.0,183.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Lochwinnoch,LHW,1.0,55.7871616436763,-4.6160764250664,51.51349214773037,-0.11436054290620458,560.851925417426,331.0,193.5,VIRGIN WEST COAST,ANYTIME S,0.0
Lockerbie,LOC,0.0,55.1230568805651,-3.3535334312036,51.51349214773037,-0.11436054290620458,455.92473020416514,225.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0
Lockwood,LCK,1.0,53.6347345225096,-1.80079094933621,51.51349214773037,-0.11436054290620458,262.26132929664374,249.0,132.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
London Blackfriars,BFR,-1.0,51.51180819479,-0.103332073034139,51.51349214773037,-0.11436054290620458,0.7882010479167262,-999.0,-999.0,N/A,no route found,-998.0
London Bridge,LBG,-1.0,51.5050174772731,-0.0860920864342872,51.51349214773037,-0.11436054290620458,2.17732128045154,-999.0,3.2,ATOC,ANYTIME DAY S,1000.0
London Cannon Street,CST,-1.0,51.5113807653806,-0.0902929804450992,51.51349214773037,-0.11436054290620458,1.6872417840645213,-999.0,-999.0,N/A,no route found,-998.0
London Charing Cross,CHX,-1.0,51.5080258943625,-0.124802189352862,51.51349214773037,-0.11436054290620458,0.9462282888079474,-999.0,3.2,ATOC,ANYTIME DAY S,1000.0
London Euston,EUS,-1.0,51.5281347606828,-0.133923635983917,51.51349214773037,-0.11436054290620458,2.1207938295180684,-999.0,-999.0,N/A,no route found,-998.0
London Fenchurch Street,FST,-1.0,51.5116442596509,-0.0788967690632564,51.51349214773037,-0.11436054290620458,2.470514755186475,-999.0,-999.0,N/A,no route found,-998.0
London Fields,LOF,0.0,51.5411513732358,-0.057753374447073,51.51349214773037,-0.11436054290620458,4.990275772449463,9.0,4.9,ATOC,ANYTIME DAY S,1000.0
London Kings Cross,KGX,-1.0,51.5308818372572,-0.122925992140273,51.51349214773037,-0.11436054290620458,2.0240244237328486,-999.0,-999.0,N/A,no route found,-998.0
London Liverpool Street,LST,-1.0,51.5179894594345,-0.0814260256571922,51.51349214773037,-0.11436054290620458,2.340316650948872,-999.0,-999.0,N/A,no route found,-998.0
London Marylebone,MYB,-1.0,51.5225224462334,-0.16291090658484,51.51349214773037,-0.11436054290620458,3.516608716002115,-999.0,-999.0,N/A,no route found,-998.0
London Paddington,PAD,-1.0,51.5159940881549,-0.176173978727238,51.51349214773037,-0.11436054290620458,4.29999108121552,-999.0,-999.0,N/A,no route found,-998.0
London Road (Brighton),LRB,1.0,50.8366614163988,-0.136502344765958,51.51349214773037,-0.11436054290620458,75.31443691152364,76.0,30.1,SOUTHERN,ANYTIME DAY S,0.0
London Road (Guildford),LRD,0.0,51.2406489245582,-0.565068976035238,51.51349214773037,-0.11436054290620458,43.660424492702894,59.0,13.8,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
London St Pancras (Intl),SPX,-1.0,nan,nan,51.51349214773037,-0.11436054290620458,nan,-999.0,-999.0,N/A,no route found,-998.0
London St Pancras International,STP,-1.0,51.5323887885924,-0.127189437856592,51.51349214773037,-0.11436054290620458,2.283183272010417,-999.0,3.2,ATOC,ANYTIME DAY S,1000.0
London Victoria,VIC,-1.0,51.4952560304275,-0.144558809127037,51.51349214773037,-0.11436054290620458,2.9177015055501507,-999.0,-999.0,N/A,no route found,-998.0
London Waterloo,WAT,-1.0,51.5032970946706,-0.113108948088642,51.51349214773037,-0.11436054290620458,1.1376047387426325,-999.0,-999.0,N/A,no route found,-998.0
London Waterloo East,WAE,-1.0,51.5040745645888,-0.108898165037075,51.51349214773037,-0.11436054290620458,1.1143011466708719,-999.0,3.2,ATOC,ANYTIME DAY S,1000.0
Long Buckby,LBK,0.0,52.2947163006694,-1.08646687630919,51.51349214773037,-0.11436054290620458,109.68798051683747,102.0,35.4,WEST MIDLANDS TRAINS,ANYTIME DAY S,0.0
Long Eaton,LGE,0.0,52.884988165307,-1.28752063442112,51.51349214773037,-0.11436054290620458,172.39830017687294,96.0,97.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Long Preston,LPR,1.0,54.016839303964,-2.25559226875526,51.51349214773037,-0.11436054290620458,313.80467094562226,234.0,139.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Longbeck,LGK,1.0,54.589218153324,-1.03047296803867,51.51349214773037,-0.11436054290620458,347.7496013588721,209.0,156.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Longbridge,LOB,1.0,52.3964197467346,-1.98129177075276,51.51349214773037,-0.11436054290620458,161.61979416783618,121.0,89.0,VIRGIN WEST COAST,ANYTIME S,0.0
Longcross,LNG,0.0,51.3851721057024,-0.594570008377892,51.51349214773037,-0.11436054290620458,36.30748032734556,51.0,10.8,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
Longfield,LGF,0.0,51.3961530395142,0.300364140906621,51.51349214773037,-0.11436054290620458,31.64536184752089,33.0,13.3,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,130.0
Longniddry,LND,1.0,55.9764873641885,-2.8883435125611,51.51349214773037,-0.11436054290620458,529.2649422669975,310.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Longport,LPT,1.0,53.0418836701973,-2.21644813555906,51.51349214773037,-0.11436054290620458,222.48290350668864,117.0,145.0,VIRGIN WEST COAST,ANYTIME S,0.0
Longton,LGN,1.0,52.9899545614389,-2.13701083240356,51.51349214773037,-0.11436054290620458,214.62413741693737,114.0,145.0,VIRGIN WEST COAST,ANYTIME S,0.0
Looe,LOO,1.0,50.3592309494992,-4.45616480432356,51.51349214773037,-0.11436054290620458,331.04696988093065,329.0,143.5,GWR,ANYTIME S,0.0
Lostock,LOT,1.0,53.5729295419805,-2.49426644829891,51.51349214773037,-0.11436054290620458,280.30131118731254,217.0,186.0,VIRGIN WEST COAST,ANYTIME S,0.0
Lostock Gralam,LTG,1.0,53.2676670182512,-2.46520332987929,51.51349214773037,-0.11436054290620458,252.38934876333502,167.0,188.0,VIRGIN WEST COAST,ANYTIME S,0.0
Lostock Hall,LOH,1.0,53.7242471362983,-2.68748374608567,51.51349214773037,-0.11436054290620458,301.43790884430877,178.0,179.5,VIRGIN WEST COAST,ANYTIME S,0.0
Lostwithiel,LOS,0.0,50.4071837276406,-4.66596695411252,51.51349214773037,-0.11436054290620458,342.57731885394395,248.0,143.5,GWR,ANYTIME S,0.0
Loughborough,LBO,0.0,52.7789547910719,-1.19592860893181,51.51349214773037,-0.11436054290620458,159.08201959556266,83.0,90.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Loughborough Junction,LGJ,0.0,51.466296106804,-0.102182083841814,51.51349214773037,-0.11436054290620458,5.318613621716412,21.0,3.6,ATOC,ANYTIME DAY S,0.0
Lowdham,LOW,1.0,53.0062848337112,-0.998419089393871,51.51349214773037,-0.11436054290620458,176.7307897643447,130.0,92.0,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Lower Sydenham,LSY,0.0,51.4248291111835,-0.0333454872146574,51.51349214773037,-0.11436054290620458,11.357727920108529,23.0,5.5,ATOC,ANYTIME DAY S,0.0
Lowestoft,LWT,1.0,52.4744331918507,1.74970769013355,51.51349214773037,-0.11436054290620458,166.80119992892963,190.0,74.4,GREATER ANGLIA,ANYTIME S,0.0
Ludlow,LUD,1.0,52.3712810488116,-2.7162172322445,51.51349214773037,-0.11436054290620458,202.76750625718176,205.0,136.5,GWR,ANYTIME S,0.0
Luton,LUT,0.0,51.8823038393126,-0.414040220732381,51.51349214773037,-0.11436054290620458,45.96881462737652,59.0,18.3,THAMESLINK AND GT NORTHERN TL,ANYTIME DAY S,1000.0
Luton Airport Parkway,LTN,0.0,51.8724365153574,-0.395881015266052,51.51349214773037,-0.11436054290620458,44.42822381700012,48.0,15.1,THAMESLINK AND GT NORTHERN TL,ANYTIME DAY S,1000.0
Luxulyan,LUX,1.0,50.3900414353619,-4.74738511553918,51.51349214773037,-0.11436054290620458,348.6528663274066,340.0,143.5,GWR,ANYTIME S,0.0
Lydney,LYD,1.0,51.7141382447785,-2.53086403423987,51.51349214773037,-0.11436054290620458,168.85899540135824,194.0,115.5,GWR,ANYTIME S,0.0
Lye (West Midlands),LYE,1.0,52.4599238991066,-2.11592950338778,51.51349214773037,-0.11436054290620458,173.18559667382806,163.0,89.0,VIRGIN WEST COAST,ANYTIME S,268.0
Lymington Pier,LYP,1.0,50.7583012438964,-1.52944705491441,51.51349214773037,-0.11436054290620458,129.87495579176812,113.0,49.6,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
Lymington Town,LYT,1.0,50.7609130065613,-1.53716213304469,51.51349214773037,-0.11436054290620458,130.09788255714508,111.0,49.6,SOUTH WESTERN RAILWAY,ANYTIME DAY S,0.0
Lympstone Commando,LYC,1.0,50.6622413631171,-3.4408403542821,51.51349214773037,-0.11436054290620458,251.54541537876807,217.0,133.0,GWR,ANYTIME S,0.0
Lympstone Village,LYM,1.0,50.6482969875504,-3.43100725046298,51.51349214773037,-0.11436054290620458,251.52897162442477,173.0,133.0,GWR,ANYTIME S,0.0
Lytham,LTM,1.0,53.7392843398145,-2.96404013142963,51.51349214773037,-0.11436054290620458,313.9269543066849,222.0,180.0,VIRGIN WEST COAST,ANYTIME S,0.0
Macclesfield,MAC,0.0,53.2593437076928,-2.12198203578772,51.51349214773037,-0.11436054290620458,237.5171814685603,107.0,171.5,VIRGIN WEST COAST,ANYTIME S,0.0
Machynlleth,MCN,1.0,52.5951412329206,-3.85452825731662,51.51349214773037,-0.11436054290620458,283.3370851669822,229.0,169.0,VIRGIN WEST COAST,ANYTIME S,0.0
Maesteg,MST,1.0,51.6099426162926,-3.65464631854253,51.51349214773037,-0.11436054290620458,245.71738555046156,199.0,125.0,GWR,ANYTIME S,0.0
Maesteg (Ewenny Road),MEW,1.0,51.6053462827399,-3.64899165133724,51.51349214773037,-0.11436054290620458,245.31626594931652,197.0,125.0,GWR,ANYTIME S,0.0
Maghull,MAG,2.0,53.5064731023933,-2.93085339779366,51.51349214773037,-0.11436054290620458,292.7852639875526,183.0,162.5,VIRGIN WEST COAST,ANYTIME S,0.0
Maiden Newton,MDN,1.0,50.7800087193215,-2.56942995841225,51.51349214773037,-0.11436054290620458,190.17764306202767,183.0,109.0,GWR,ANYTIME S,0.0
Maidenhead,MAI,0.0,51.5186684511975,-0.72266053262037,51.51349214773037,-0.11436054290620458,42.22960443775821,40.0,-999.0,N/A,no route found,-998.0
Maidstone Barracks,MDB,1.0,51.277166918507,0.513960134663088,51.51349214773037,-0.11436054290620458,51.026002702063664,84.0,23.2,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Maidstone East,MDE,0.0,51.2778275356103,0.521295045225559,51.51349214773037,-0.11436054290620458,51.426401695114436,70.0,23.2,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Maidstone West,MDW,1.0,51.2704636238475,0.515773417339359,51.51349214773037,-0.11436054290620458,51.52435480652373,62.0,23.2,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Malden Manor,MAL,0.0,51.3847287183982,-0.261273984325617,51.51349214773037,-0.11436054290620458,17.59363986818367,31.0,5.5,ATOC,ANYTIME DAY S,0.0
Mallaig,MLG,2.0,57.0059962124948,-5.82959836193118,51.51349214773037,-0.11436054290620458,715.3230168078765,666.0,222.0,VIRGIN WEST COAST,ANYTIME S,0.0
Malton,MLT,1.0,54.1320756412877,-0.797222131663321,51.51349214773037,-0.11436054290620458,295.0130902904341,158.0,140.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Malvern Link,MVL,0.0,52.1254702810477,-2.31951185541362,51.51349214773037,-0.11436054290620458,166.59444839898464,152.0,100.5,GWR,ANYTIME S,0.0
Manchester Airport,MIA,1.0,53.365043565225,-2.2729798230138,51.51349214773037,-0.11436054290620458,252.95252012894218,171.0,177.5,VIRGIN WEST COAST,ANYTIME S,0.0
Manchester Oxford Road,MCO,1.0,53.4740336683728,-2.24199570444878,51.51349214773037,-0.11436054290620458,261.6557051539,152.0,175.0,VIRGIN WEST COAST,ANYTIME S,0.0
Manchester Piccadilly,MAN,0.0,53.4773633625194,-2.23091019212988,51.51349214773037,-0.11436054290620458,261.5474220621308,135.0,175.0,VIRGIN WEST COAST,ANYTIME S,0.0
Manchester United Football Ground,MUF,-999.0,53.4621952308483,-2.29065314132531,51.51349214773037,-0.11436054290620458,262.4155752317516,-999.0,-999.0,N/A,no route found,-998.0
Manchester Victoria,MCV,1.0,53.4874701876365,-2.24259973270971,51.51349214773037,-0.11436054290620458,262.91394740106153,167.0,175.0,VIRGIN WEST COAST,ANYTIME S,0.0
Manea,MNE,1.0,52.4978368635232,0.177693657734854,51.51349214773037,-0.11436054290620458,111.34627352579462,115.0,57.5,LONDON NORTH EASTERN RAILWAY,ANYTIME DAY S,0.0
Manningtree,MNG,0.0,51.9490480908359,1.04523982068774,51.51349214773037,-0.11436054290620458,93.62994046332471,79.0,34.6,GREATER ANGLIA,ANYTIME DAY S,0.0
Manor Park,MNP,0.0,51.5524748769622,0.0463415353236368,51.51349214773037,-0.11436054290620458,11.964934000599575,18.0,7.9,ATOC,ANYTIME DAY S,1000.0
Manor Road,MNR,1.0,53.3947811392292,-3.17143817708952,51.51349214773037,-0.11436054290620458,294.9312045999781,186.0,165.0,VIRGIN WEST COAST,ANYTIME S,0.0
Manorbier,MRB,1.0,51.6601642759115,-4.79183131735951,51.51349214773037,-0.11436054290620458,324.5431458977762,301.0,142.5,GWR,ANYTIME S,0.0
Manors,MAS,1.0,54.972765967882,-1.60474111247627,51.51349214773037,-0.11436054290620458,397.6099434257413,215.0,160.0,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Mansfield,MFT,1.0,53.1421011672879,-1.19843416202855,51.51349214773037,-0.11436054290620458,195.70644317366998,177.0,94.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Mansfield Woodhouse,MSW,1.0,53.1635632829505,-1.20184860036279,51.51349214773037,-0.11436054290620458,198.00034792983863,181.0,94.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
March,MCH,1.0,52.5598920216108,0.0911977438231965,51.51349214773037,-0.11436054290620458,117.28208279913126,87.0,57.5,LONDON NORTH EASTERN RAILWAY,ANYTIME DAY S,0.0
Marden (Kent),MRN,0.0,51.1751732917054,0.493169232841966,51.51349214773037,-0.11436054290620458,56.6444418552584,58.0,21.8,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Margate,MAR,0.0,51.3854248794367,1.37200317607672,51.51349214773037,-0.11436054290620458,104.30386881055392,114.0,38.4,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Market Harborough,MHR,0.0,52.4797216067899,-0.909332272457157,51.51349214773037,-0.11436054290620458,120.57854307617897,75.0,71.5,EAST MIDLANDS TRAINS,ANYTIME S,0.0
Market Rasen,MKR,1.0,53.3839116005555,-0.336898818506559,51.51349214773037,-0.11436054290620458,208.68141540553748,147.0,82.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Markinch,MNC,1.0,56.2010188190245,-3.13078740638266,51.51349214773037,-0.11436054290620458,558.0742465159095,347.0,161.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Marks Tey,MKT,0.0,51.8809359573505,0.78332735554535,51.51349214773037,-0.11436054290620458,74.32021477196464,55.0,26.7,GREATER ANGLIA,ANYTIME DAY S,0.0
Marlow,MLW,1.0,51.5709929744456,-0.766430789500631,51.51349214773037,-0.11436054290620458,45.688179999667,78.0,-999.0,N/A,no route found,-998.0
Marple,MPL,1.0,53.4006941877979,-2.05726356074569,51.51349214773037,-0.11436054290620458,248.05709539621571,178.0,188.0,VIRGIN WEST COAST,ANYTIME S,312.0
Marsden (Yorks),MSN,1.0,53.6031876693812,-1.93075001404666,51.51349214773037,-0.11436054290620458,263.13043461717183,181.0,132.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Marske,MSK,1.0,54.5874174187477,-1.01890978275156,51.51349214773037,-0.11436054290620458,347.41652217117957,212.0,156.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Marston Green,MGN,0.0,52.4671901724747,-1.75560707926843,51.51349214773037,-0.11436054290620458,154.81889637410106,130.0,89.0,VIRGIN WEST COAST,ANYTIME S,0.0
Martin Mill,MTM,0.0,51.1706740018418,1.34821694134837,51.51349214773037,-0.11436054290620458,108.8134127677428,123.0,39.6,LONDON SOUTH EASTERN RAILWY,ANYTIME DAY S,131.0
Martins Heron,MAO,0.0,51.4074111353184,-0.724396685798725,51.51349214773037,-0.11436054290620458,44.00977376274038,59.0,28.0,GWR,ANYTIME DAY S,0.0
Marton,MTO,2.0,54.5443434415772,-1.19848499884042,51.51349214773037,-0.11436054290620458,345.035747395759,205.0,156.5,LONDON NORTH EASTERN RAILWAY,ANYTIME S,0.0
Maryhill,MYH,2.0,55.8976359415651,-4.30074607951477,51.51349214773037,-0.11436054290620458,560.588819900837,324.0,186.5,VIRGIN WEST COAST,ANYTIME S,0.0
